price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,CBD_distance,CBD_duration_time
500.0,1,2,1,Apartment / Unit / Flat,1D Nicholas Court,HASTINGS,3915.0,-38.30951,145.19005,"Hastings Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College1.3 km away7-12CoEdGovernmentView Catchment,St Mary's School0.7 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,72731.3,3672.1
500.0,1,3,2,House,17 William Street,HASTINGS,3915.0,-38.313335,145.18942,"Western Port Secondary College1.4 km away7-12CoEdGovernmentView Catchment,Hastings Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,St Mary's School1.1 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,73378.1,3710.0
600.0,2,4,2,House,41 Spring Street,HASTINGS,3915.0,-38.311104,145.18933,"Western Port Secondary College1.3 km away7-12CoEdGovernmentView Catchment,Hastings Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,St Mary's School0.9 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,73325.7,3716.2
600.0,1,3,2,House,54 Lomica Drive,HASTINGS,3915.0,-38.30817,145.18152,"Western Port Secondary College0.6 km away7-12CoEdGovernmentView Catchment,Hastings Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,St Mary's School1 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,72956.2,3672.7
550.0,2,3,1,House,3A Gaskin Avenue,HASTINGS,3915.0,-38.314587,145.19273,"Western Port Secondary College1.7 km away7-12CoEdGovernmentView Catchment,Hastings Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,St Mary's School1.2 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,73223.9,3700.1
500.0,1,3,2,House,124 Victoria Street,HASTINGS,3915.0,-38.30096,145.1893,"Hastings Primary School0.2 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College1.5 km away7-12CoEdGovernmentView Catchment,St Mary's School0.3 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,71670.8,3543.4
480.0,1,2,0,Apartment / Unit / Flat,5/66 King Street,HASTINGS,3915.0,-38.305393,145.19186,"Hastings Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College1.5 km away7-12CoEdGovernmentView Catchment,St Mary's School0.2 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,72094.9,3568.4
520.0,1,3,3,House,15 Brydon Court,HASTINGS,3915.0,-38.30321,145.17592,"Western Port Secondary College0.5 km away7-12CoEdGovernmentView Catchment,Wallaroo Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Advance College of Education Incorporated - Hastings Hub1 km awayPrivateMore Info",False,214021379.0,72932.0,3701.0
465.0,1,2,1,Apartment / Unit / Flat,1/8 Reid Parade,HASTINGS,3915.0,-38.31581,145.19212,"Western Port Secondary College1.7 km away7-12CoEdGovernmentView Catchment,Hastings Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,St Mary's School1.4 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,73398.4,3694.4
460.0,2,2,1,House,21/91 Marine Parade,HASTINGS,3915.0,-38.301857,145.19041,"Hastings Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College1.5 km away7-12CoEdGovernmentView Catchment,St Mary's School0.2 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,71786.1,3557.2
4301868.0,1,2,1,Apartment / Unit / Flat,6/161 Marine Parade,HASTINGS,3915.0,-38.2959,145.18968,"Hastings Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College1.8 km away7-12CoEdGovernmentView Catchment,Advance College of Education Incorporated - Hastings Hub0.4 km awayPrivateMore Info",False,214021379.0,70998.7,3469.3
1000.0,2,4,2,House,4265 Frankston-flinders Road,SHOREHAM,3916.0,-38.443836,145.03543,"Red Hill Consolidated School9.2 km awayPrep-6CoEdGovernmentView Catchment,Dromana Secondary College11.4 km away7-12CoEdGovernmentView Catchment",True,214021378.0,95619.5,4697.1
760.0,2,3,2,House,17 Steen Avenue,SHOREHAM,3916.0,-38.427586,145.04677,"Red Hill Consolidated School8.1 km awayPrep-6CoEdGovernmentView Catchment,Dromana Secondary College9.9 km away7-12CoEdGovernmentView Catchment",True,214021378.0,93798.8,4703.8
600.0,1,3,2,House,2554 Frankston-Flinders Road,BITTERN,3918.0,-38.343945,145.16843,"Bittern Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College4 km away7-12CoEdGovernmentView Catchment,St Joseph's School3.6 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,77255.7,3963.8
580.0,1,3,5,House,66 Myers Road,BITTERN,3918.0,-38.338478,145.16841,"Bittern Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College3.4 km away7-12CoEdGovernmentView Catchment,St Joseph's School3.9 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,77795.3,3917.8
560.0,2,3,2,House,8 Peddle Street,BITTERN,3918.0,-38.336494,145.17651,"Bittern Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College3.2 km away7-12CoEdGovernmentView Catchment,St Joseph's School3.6 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,76250.0,3902.6
550.0,1,3,2,House,3 Bond Close,CRIB POINT,3919.0,-38.35716,145.1998,"Crib Point Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College5.9 km away7-12CoEdGovernmentView Catchment,St Joseph's School0.5 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,79010.9,4164.6
490.0,1,2,1,Apartment / Unit / Flat,8/339 Stony Point Road,CRIB POINT,3919.0,-38.353054,145.19398,"Crib Point Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College5.3 km away7-12CoEdGovernmentView Catchment,St Joseph's School1.2 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,77991.1,4019.9
450.0,1,3,1,House,45 Disney Street,CRIB POINT,3919.0,-38.355846,145.20685,"Crib Point Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College6 km away7-12CoEdGovernmentView Catchment,St Joseph's School0.7 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,79760.8,4180.7
560.0,2,4,2,House,9 Boobook Grove,COWES,3922.0,-38.460426,145.22253,"Cowes Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College36.6 km away7-12CoEdGovernmentView Catchment,Our Lady Star of the Sea Catholic Primary School2.5 km awayPrep-6CoEdCatholicMore Info",False,205031091.0,141496.8,7043.8
385.0,1,2,1,Apartment / Unit / Flat,4/5 Wyndham Avenue,COWES,3922.0,-38.453133,145.23409,"Cowes Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College36.1 km away7-12CoEdGovernmentView Catchment,Our Lady Star of the Sea Catholic Primary School1.8 km awayPrep-6CoEdCatholicMore Info",False,205031091.0,140678.4,6962.8
560.0,2,4,1,House,30 Boardwalk Boulevard,COWES,3922.0,-38.459347,145.25497,"Cowes Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College34.2 km away7-12CoEdGovernmentView Catchment,Our Lady Star of the Sea Catholic Primary School0.6 km awayPrep-6CoEdCatholicMore Info",False,205031091.0,138112.7,6853.6
550.0,2,4,4,House,8 Atlantis Street,COWES,3922.0,-38.46235,145.21451,"Cowes Primary School2.4 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College37.2 km away7-12CoEdGovernmentView Catchment,Our Lady Star of the Sea Catholic Primary School3.2 km awayPrep-6CoEdCatholicMore Info",False,205031091.0,141091.7,6959.5
510.0,2,4,0,House,53 Norman Drive,COWES,3922.0,-38.455864,145.21718,"Cowes Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College37.3 km away7-12CoEdGovernmentView Catchment,Our Lady Star of the Sea Catholic Primary School3 km awayPrep-6CoEdCatholicMore Info",True,205031091.0,141609.0,7023.3
490.0,2,3,2,House,19 Grampian Boulevard,COWES,3922.0,-38.46201,145.21933,"Cowes Primary School2 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College36.8 km away7-12CoEdGovernmentView Catchment,Our Lady Star of the Sea Catholic Primary School2.7 km awayPrep-6CoEdCatholicMore Info",False,205031091.0,141309.1,6962.4
480.0,2,3,1,Townhouse,1/179 Church Street,COWES,3922.0,-38.452488,145.22707,"Cowes Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College36.7 km away7-12CoEdGovernmentView Catchment,Our Lady Star of the Sea Catholic Primary School2.4 km awayPrep-6CoEdCatholicMore Info",False,205031091.0,141151.1,6981.5
480.0,2,3,2,House,21A Morgan Street,COWES,3922.0,-38.45866,145.24065,"Cowes Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College35.3 km away7-12CoEdGovernmentView Catchment,Our Lady Star of the Sea Catholic Primary School1 km awayPrep-6CoEdCatholicMore Info",False,205031091.0,139563.1,6841.2
450.0,2,2,2,House,6 Pine Avenue,COWES,3922.0,-38.45691,145.21565,"Cowes Primary School2.2 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College37.3 km away7-12CoEdGovernmentView Catchment,Our Lady Star of the Sea Catholic Primary School3.1 km awayPrep-6CoEdCatholicMore Info",True,205031091.0,142699.7,7038.2
425.0,1,2,1,House,584 Settlement Road,COWES,3922.0,-38.455883,145.2038,"Cowes Primary School3.3 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College38.3 km away7-12CoEdGovernmentView Catchment,Our Lady Star of the Sea Catholic Primary School4.2 km awayPrep-6CoEdCatholicMore Info",False,205031091.0,143395.5,7034.4
420.0,1,3,1,House,22 Monash Avenue,COWES,3922.0,-38.45458,145.24521,"Cowes Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College35.2 km away7-12CoEdGovernmentView Catchment,Our Lady Star of the Sea Catholic Primary School1.1 km awayPrep-6CoEdCatholicMore Info",False,205031091.0,140410.5,6939.5
720.0,2,4,0,House,11 Sunset Drive,SUNSET STRIP,3922.0,-38.496994,145.26833,"Cowes Primary School5.1 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College31.3 km away7-12CoEdGovernmentView Catchment,Newhaven College0.8 km awayPrep-12CoEdPrivateMore Info",True,205031091.0,133789.6,6518.8
520.0,2,4,0,House,28 Galleon Crescent,SUNSET STRIP,3922.0,-38.49405,145.26462,"Cowes Primary School4.7 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College31.7 km away7-12CoEdGovernmentView Catchment,Newhaven College0.5 km awayPrep-12CoEdPrivateMore Info",False,205031091.0,134234.9,6567.5
550.0,3,4,0,House,64 Grossard Point Road,VENTNOR,3922.0,-38.471176,145.17319,"Cowes Primary School6.2 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College40 km away7-12CoEdGovernmentView Catchment,Phillip Island Village School4.7 km awayPrep-6CoEdPrivateMore Info",False,205031091.0,143673.1,7037.1
500.0,2,4,1,House,37 Phillip Island Road,CAPE WOOLAMAI,3925.0,-38.520412,145.33974,"Newhaven Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College24.5 km away7-12CoEdGovernmentView Catchment",False,205031091.0,126740.6,6042.9
405.0,1,2,2,House,11 Cronulla Avenue,CAPE WOOLAMAI,3925.0,-38.529243,145.33783,"Newhaven Primary School2.4 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College24.3 km away7-12CoEdGovernmentView Catchment",False,205031091.0,128393.1,6177.5
500.0,1,3,1,Townhouse,5/39-41 Panorama Drive,SAN REMO,3925.0,-38.524097,145.3766,"San Remo Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College21.4 km away7-12CoEdGovernmentView Catchment",False,205031093.0,123578.1,5855.4
560.0,2,3,2,House,77 Panorama Drive,SAN REMO,3925.0,-38.521503,145.378,"San Remo Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College21.5 km away7-12CoEdGovernmentView Catchment",False,205031093.0,122843.4,5706.6
560.0,2,4,2,House,42 Potters Hill Road,SAN REMO,3925.0,-38.52662,145.38962,"San Remo Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College20.3 km away7-12CoEdGovernmentView Catchment",False,205031093.0,122366.6,5703.1
510.0,2,3,4,House,51 Shetland Heights Road,SAN REMO,3925.0,-38.527573,145.37724,"San Remo Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College21.2 km away7-12CoEdGovernmentView Catchment",False,205031093.0,123787.5,5903.1
550.0,2,3,0,House,6 Halcyon Avenue,SAN REMO,3925.0,-38.5286,145.3779,"San Remo Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College21.1 km away7-12CoEdGovernmentView Catchment",False,205031093.0,123717.2,5886.2
520.0,2,2,2,Apartment / Unit / Flat,2/1-5 Wonthaggi Crescent Crescent,SAN REMO,3925.0,-38.526863,145.37268,"San Remo Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College21.6 km away7-12CoEdGovernmentView Catchment",False,205031093.0,124190.0,5877.5
520.0,2,3,1,House,13B Bergin Grove,SAN REMO,3925.0,-38.524147,145.36806,"San Remo Primary School0.1 km awayPrep-6CoEdGovernmentView Catchment,Bass Coast College22.1 km away7-12CoEdGovernmentView Catchment",False,205031093.0,124018.9,5846.8
950.0,3,4,2,House,28 Tower Hill Road,SOMERS,3927.0,-38.393074,145.18,"Somers Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College9.5 km away7-12CoEdGovernmentView Catchment,St Joseph's School4 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,83072.0,4380.2
700.0,1,3,2,House,2 Reid Court,SOMERS,3927.0,-38.39369,145.16693,"Somers Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College9.5 km away7-12CoEdGovernmentView Catchment,St Joseph's School4.8 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,86551.3,4391.5
695.0,2,3,2,House,9 Tasman Road,SOMERS,3927.0,-38.39471,145.17494,"Somers Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College9.6 km away7-12CoEdGovernmentView Catchment,St Joseph's School4.4 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,83390.2,4356.3
820.0,3,4,2,House,36 Tower Hill Road,SOMERS,3927.0,-38.39372,145.18024,"Somers Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College9.5 km away7-12CoEdGovernmentView Catchment,St Joseph's School4.1 km awayPrep-6CoEdCatholicMore Info",False,214021379.0,83146.7,4398.1
750.0,2,3,4,House,46 King Street,FLINDERS,3929.0,-38.474937,145.0101,"Red Hill Consolidated School12.1 km awayPrep-6CoEdGovernmentView Catchment,Dromana Secondary College14.7 km away7-12CoEdGovernmentView Catchment",True,214021378.0,101126.1,4824.1
1300.0,2,4,6,House,77 Walkers Road,MOUNT ELIZA,3930.0,-38.1865,145.10812,"Mount Eliza North Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mount Eliza Secondary College1.3 km away7-12CoEdGovernmentView Catchment,Naranga Special School6.5 km awayUCoEdGovernmentView Catchment",False,214021381.0,59410.3,3328.5
865.0,2,3,2,House,37A Dalsten Grove,MOUNT ELIZA,3930.0,-38.18371,145.09427,"Mount Eliza Secondary College0.7 km away7-12CoEdGovernmentView Catchment,Mount Eliza North Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Naranga Special School7.3 km awayUCoEdGovernmentView Catchment",False,214021381.0,60667.1,3668.6
595.0,1,2,2,Apartment / Unit / Flat,13/193-197 Mount Eliza Way,MOUNT ELIZA,3930.0,-38.193356,145.09091,"Mount Eliza Primary School0.2 km awayPrep-6CoEdGovernmentView Catchment,Mount Eliza Secondary College0.4 km away7-12CoEdGovernmentView Catchment,Naranga Special School8.1 km awayUCoEdGovernmentView Catchment",False,214021381.0,61701.8,3590.5
1225.0,4,5,2,House,5 Manatee Avenue,MOUNT ELIZA,3930.0,-38.186592,145.07433,"Kunyung Primary School0.2 km awayPrep-6CoEdGovernmentView Catchment,Mount Eliza Secondary College1.8 km away7-12CoEdGovernmentView Catchment,Naranga Special School8.9 km awayUCoEdGovernmentView Catchment",False,214021381.0,71718.6,3999.5
790.0,2,3,2,House,9-11 Station Street,MOUNT ELIZA,3930.0,-38.20989,145.09993,"Mount Eliza Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Mount Eliza Secondary College2.3 km away7-12CoEdGovernmentView Catchment,Naranga Special School8.9 km awayUCoEdGovernmentView Catchment",False,214021381.0,65102.4,3472.9
1300.0,2,4,4,House,38 Mather Rd,MOUNT ELIZA,3930.0,-38.19385,145.10896,"Mount Eliza North Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Mount Eliza Secondary College1.4 km away7-12CoEdGovernmentView Catchment,Naranga Special School7 km awayUCoEdGovernmentView Catchment",False,214021381.0,60475.3,3591.9
1100.0,2,3,2,House,10 Mason Street,MOUNT ELIZA,3930.0,-38.202896,145.09912,"Mount Eliza Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Mount Eliza Secondary College1.5 km away7-12CoEdGovernmentView Catchment,Naranga Special School8.3 km awayUCoEdGovernmentView Catchment",False,214021381.0,68909.4,3663.1
1300.0,3,5,1,Duplex,2C Dava Drive,MORNINGTON,3931.0,-38.24307,145.03223,"Osborne Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College3.6 km away7-12CoEdGovernmentView Catchment,Nepean Special School16.8 km awayUCoEdGovernmentView Catchment",False,214021592.0,74575.9,3818.3
795.0,2,3,1,Townhouse,2/32 Napier Street,MORNINGTON,3931.0,-38.230877,145.0326,"Mornington Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College2.7 km away7-12CoEdGovernmentView Catchment,Nepean Special School15.7 km awayUCoEdGovernmentView Catchment",False,214021592.0,74430.7,3831.2
635.0,2,3,1,House,5 Bay Rise Drive,MORNINGTON,3931.0,-38.240025,145.0475,"Benton Junior College1.4 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College2.6 km away7-12CoEdGovernmentView Catchment,Nepean Special School15.8 km awayUCoEdGovernmentView Catchment",False,214021591.0,72786.7,3676.7
620.0,1,3,2,House,43 Bungower Road,MORNINGTON,3931.0,-38.22161,145.06311,"Mornington Secondary College0.5 km away7-12CoEdGovernmentView Catchment,Mornington Park Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Naranga Special School12 km awayUCoEdGovernmentView Catchment",False,214021591.0,70008.7,3552.8
600.0,1,3,2,House,10 Curlew Court,MORNINGTON,3931.0,-38.229034,145.05438,"Mornington Park Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College1.3 km away7-12CoEdGovernmentView Catchment,Naranga Special School13.2 km awayUCoEdGovernmentView Catchment",False,214021591.0,71477.0,3795.9
480.0,1,1,1,Apartment / Unit / Flat,28/130 Wilsons Road,MORNINGTON,3931.0,-38.23241,145.0396,"Mornington Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College2.3 km away7-12CoEdGovernmentView Catchment,Nepean Special School15.4 km awayUCoEdGovernmentView Catchment",False,214021592.0,73454.7,3713.9
1200.0,2,3,2,New House & Land,56 Prince Street,MORNINGTON,3931.0,-38.238605,145.03093,"Mornington Primary School2.2 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College3.3 km away7-12CoEdGovernmentView Catchment,Nepean Special School16.4 km awayUCoEdGovernmentView Catchment",False,214021592.0,74609.1,3841.4
1000.0,2,3,2,House,59 Venice Street,MORNINGTON,3931.0,-38.231567,145.03699,"Mornington Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College2.4 km away7-12CoEdGovernmentView Catchment,Nepean Special School15.5 km awayUCoEdGovernmentView Catchment",False,214021592.0,73848.6,3776.0
860.0,2,3,2,Townhouse,30A Carnoustie Grove,MORNINGTON,3931.0,-38.241478,145.0352,"Osborne Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College3.3 km away7-12CoEdGovernmentView Catchment,Nepean Special School16.5 km awayUCoEdGovernmentView Catchment",False,214021592.0,74468.9,3855.6
800.0,2,3,2,House,6 Wensley Close,MORNINGTON,3931.0,-38.240234,145.04477,"Benton Junior College1.6 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College2.7 km away7-12CoEdGovernmentView Catchment,Nepean Special School15.9 km awayUCoEdGovernmentView Catchment",False,214021591.0,73213.6,3779.2
775.0,2,3,2,Townhouse,3/98 Tanti Avenue,MORNINGTON,3931.0,-38.222664,145.04546,"Mornington Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College1.3 km away7-12CoEdGovernmentView Catchment,Naranga Special School13.3 km awayUCoEdGovernmentView Catchment",False,214021592.0,72051.6,3786.1
750.0,2,4,2,House,18 Creighton Way,MORNINGTON,3931.0,-38.242546,145.06148,"Benton Junior College0.4 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College2.7 km away7-12CoEdGovernmentView Catchment,Nepean Special School15.4 km awayUCoEdGovernmentView Catchment",False,214021591.0,71304.3,3559.1
725.0,2,3,2,Apartment / Unit / Flat,8/130 Wilsons Road,MORNINGTON,3931.0,-38.23241,145.0396,"Mornington Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College2.3 km away7-12CoEdGovernmentView Catchment,Nepean Special School15.4 km awayUCoEdGovernmentView Catchment",False,214021592.0,73454.7,3713.9
715.0,2,3,2,House,17 Hillpark Drive,MORNINGTON,3931.0,-38.21784,145.06525,"Mornington Secondary College0.6 km away7-12CoEdGovernmentView Catchment,Mornington Park Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Naranga Special School11.6 km awayUCoEdGovernmentView Catchment",False,214021591.0,71828.4,3796.4
550.0,1,3,0,House,13 Karina Street,MORNINGTON,3931.0,-38.2444,145.04414,"Osborne Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College3.2 km away7-12CoEdGovernmentView Catchment,Nepean Special School16.3 km awayUCoEdGovernmentView Catchment",False,214021591.0,73579.0,3715.3
875.0,2,4,2,Townhouse,89 Wilsons Road,MORNINGTON,3931.0,-38.23044,145.03842,"Mornington Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College2.2 km away7-12CoEdGovernmentView Catchment,Nepean Special School15.3 km awayUCoEdGovernmentView Catchment",False,214021592.0,73694.2,3731.1
750.0,2,3,2,House,35 Parwan Crescent,MORNINGTON,3931.0,-38.220615,145.06595,"Mornington Secondary College0.7 km away7-12CoEdGovernmentView Catchment,Mornington Park Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Naranga Special School11.8 km awayUCoEdGovernmentView Catchment",False,214021591.0,70262.0,3613.6
1100.0,2,4,2,House,1061 Stumpy Gully Road,MOOROODUC,3933.0,-38.277897,145.127,"Moorooduc Primary School3.8 km awayPrep-6CoEdGovernmentView Catchment,Western Port Secondary College5.4 km away7-12CoEdGovernmentView Catchment,Nepean Special School17.6 km awayUCoEdGovernmentView Catchment",False,214021385.0,70461.8,3555.3
850.0,2,4,2,House,12 Fairbairn Avenue,MOUNT MARTHA,3934.0,-38.29418,144.98752,"Mount Martha Primary School3.1 km awayPrep-6CoEdGovernmentView Catchment,Dromana Secondary College5.8 km away7-12CoEdGovernmentView Catchment,Balcombe Grammar School4.6 km awayPrep-12CoEdPrivateMore Info",False,214021382.0,82754.4,4119.7
755.0,2,3,4,House,7 Wattle Avenue,MOUNT MARTHA,3934.0,-38.266148,145.0169,"Mount Martha Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College6.5 km away7-12CoEdGovernmentView Catchment,Nepean Special School19.6 km awayUCoEdGovernmentView Catchment",False,214021382.0,78037.5,4072.2
750.0,3,4,2,House,13 Dorset Road,MOUNT MARTHA,3934.0,-38.278683,145.01646,"Mount Martha Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Dromana Secondary College7.1 km away7-12CoEdGovernmentView Catchment,Nepean Special School20.8 km awayUCoEdGovernmentView Catchment",False,214021382.0,79891.2,4193.3
1395.0,3,4,4,House,41 Fairbairn Ave,MOUNT MARTHA,3934.0,-38.294937,144.99118,"Mount Martha Primary School2.9 km awayPrep-6CoEdGovernmentView Catchment,Dromana Secondary College5.6 km away7-12CoEdGovernmentView Catchment,Balcombe Grammar School4.3 km awayPrep-12CoEdPrivateMore Info",False,214021382.0,82260.3,4134.1
1095.0,3,5,4,House,6 Roya Court,MOUNT MARTHA,3934.0,-38.25698,145.05252,"Osborne Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College4.3 km away7-12CoEdGovernmentView Catchment,Nepean Special School17.2 km awayUCoEdGovernmentView Catchment",False,214021382.0,73116.2,3711.6
1045.0,2,3,4,House,14 Hooper Grove,MOUNT MARTHA,3934.0,-38.282585,145.00708,"Mount Martha Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Dromana Secondary College6.7 km away7-12CoEdGovernmentView Catchment,Nepean Special School21.6 km awayUCoEdGovernmentView Catchment",True,214021382.0,82018.2,4335.7
985.0,2,4,2,House,21 Forest Drive,MOUNT MARTHA,3934.0,-38.29949,145.00151,"Mount Martha Primary School2.9 km awayPrep-6CoEdGovernmentView Catchment,Dromana Secondary College4.9 km away7-12CoEdGovernmentView Catchment,Balcombe Grammar School4 km awayPrep-12CoEdPrivateMore Info",False,214021382.0,81032.5,3938.1
880.0,2,4,4,House,14 John William Drive,MOUNT MARTHA,3934.0,-38.250557,145.05696,"Benton Junior College0.6 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College3.6 km away7-12CoEdGovernmentView Catchment,Nepean Special School16.4 km awayUCoEdGovernmentView Catchment",False,214021382.0,72329.2,3640.1
790.0,2,4,2,House,31 Marthas Ridge Drive,MOUNT MARTHA,3934.0,-38.257984,145.04956,"Osborne Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College4.5 km away7-12CoEdGovernmentView Catchment,Nepean Special School17.4 km awayUCoEdGovernmentView Catchment",False,214021382.0,73822.6,3740.9
695.0,2,4,2,House,11 Dale Court,MOUNT MARTHA,3934.0,-38.251934,145.0571,"Benton Junior College0.8 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College3.7 km away7-12CoEdGovernmentView Catchment,Nepean Special School16.5 km awayUCoEdGovernmentView Catchment",False,214021382.0,72419.3,3661.8
700.0,2,4,2,House,17 Laming Court,MOUNT MARTHA,3934.0,-38.25112,145.0454,"Osborne Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College3.8 km away7-12CoEdGovernmentView Catchment,Nepean Special School16.9 km awayUCoEdGovernmentView Catchment",False,214021382.0,73912.1,3750.2
645.0,1,3,2,Townhouse,3/1 Green Island Avenue,MOUNT MARTHA,3934.0,-38.246162,145.03767,"Osborne Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College3.6 km away7-12CoEdGovernmentView Catchment,Nepean Special School16.8 km awayUCoEdGovernmentView Catchment",False,214021382.0,74746.2,3855.4
630.0,2,3,1,House,4 Acacia Street,MOUNT MARTHA,3934.0,-38.250813,145.039,"Osborne Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mornington Secondary College4 km away7-12CoEdGovernmentView Catchment,Nepean Special School17.2 km awayUCoEdGovernmentView Catchment",False,214021382.0,74256.6,3848.8
